feature,n_pairs,mean_delta,median_delta,std_delta,std_delta_xmodel,cohens_d,sign_agreement,wilcoxon_p,n_qwen,n_llama,n_gemma,abs_std_delta_xmodel,wilcoxon_q
geometry_schatten.schatten_4_per_layer.q75,6,0.014619514462633801,-0.007340236030021319,0.09544344167744533,0.07767919531612434,0.15317463626302366,0.16666666666666666,0.4375,4,1,1,0.07767919531612434,0.6611111111111111
interpretability_head_roles.mean_previous_token_score,6,0.0027738032797245127,-0.002660597109592301,0.013716995629569783,0.07757090575550432,0.20221653156650526,0.16666666666666666,0.4375,4,1,1,0.07757090575550432,0.6611111111111111
interpretability_attention_entropy.avg_entropy_per_layer.max,6,-0.03327226638793953,-0.02088749408721924,0.04153312059383572,-0.0765401489540429,-0.8011020099673836,0.8333333333333334,0.0625,4,1,1,0.0765401489540429,0.27070063694267515
geometry_schatten.rankme_per_layer.min,6,-1.2410353447132358,0.0971788980240973,7.3975896358401965,-0.0761580407590731,-0.16776212331387083,0.5,0.84375,4,1,1,0.0761580407590731,0.9359706362153344
topology_betti_curve.betti_0_curve.std,6,-0.012119549120381379,-0.0038241654652793056,0.21148003160086543,-0.0758973217884874,-0.057308243377110324,0.5,1.0,4,1,1,0.0758973217884874,1.0
geometry_contextualization.per_layer.intra_sentence_similarity_raw.std,6,-0.004278404497249315,-0.003692484724173342,0.007695163619968809,-0.07531630792297735,-0.5559861633282148,0.8333333333333334,0.21875,4,1,1,0.07531630792297735,0.5765503875968992
topology_betti_curve.max_betti_1_layer,6,0.8333333333333334,0.0,1.3291601358251257,0.074923608555231,0.626962328219399,0.3333333333333333,0.5,4,1,1,0.074923608555231,0.7456140350877193
geometry_matrix_entropy.mean_matrix_entropy,6,-0.04871642185053582,0.01719650191565303,0.32398899839980677,-0.07448770897889061,-0.15036443240711247,0.16666666666666666,0.4375,4,1,1,0.07448770897889061,0.6611111111111111
geometry_matrix_entropy.layer_matrix_entropies.mean,6,-0.04871642185053582,0.01719650191565303,0.32398899839980677,-0.07448770897889061,-0.15036443240711247,0.16666666666666666,0.4375,4,1,1,0.07448770897889061,0.6611111111111111
geometry_svd.svd_auc,6,0.0030849993228912096,0.0010557174682617188,0.007384683964794123,0.07429826111253528,0.41775644531285183,0.6666666666666666,0.5625,4,1,1,0.07429826111253528,0.7470703125
causality_edge_attribution.mean_layer_attribution_profile.min,6,0.0016350302194318995,0.001556179768862049,0.0031027459268627377,0.07387524988708558,0.5269623288443468,0.6666666666666666,0.3125,4,1,1,0.07387524988708558,0.6611111111111111
topology_homology.mean_persistence_h1.slope,6,0.028086233830877827,0.15183087686697655,0.34601263425547135,0.07094005426501658,0.08117112223752192,0.8333333333333334,0.4375,4,1,1,0.07094005426501658,0.6611111111111111
interpretability_activation_sinks.entropy_per_layer.q75,6,-0.0065952496920840264,0.00437657939940006,0.0501416859547523,-0.07047040710490536,-0.13153226834126716,0.16666666666666666,0.4375,4,1,1,0.07047040710490536,0.6611111111111111
interpretability_activation_sinks.entropy_per_layer.mean,6,-0.007126436079760837,0.0021300849782787956,0.042929834203878935,-0.07006258932792232,-0.16600194740833465,0.16666666666666666,0.4375,4,1,1,0.07006258932792232,0.6611111111111111
dynamics_coe.mean_normalized_angle,6,-0.008946957783478907,0.013656743854541492,0.05397324343866941,-0.07000319461059477,-0.16576653937141034,0.3333333333333333,0.5625,4,1,1,0.07000319461059477,0.7470703125
interpretability_activation_sinks.massive_activation_max_ratio_per_layer.mean,6,483.3062357450602,11.209267505241996,1064.1813156598141,0.06931791417117555,0.4541577911893712,1.0,0.03125,4,1,1,0.06931791417117555,0.2361111111111111
causality_tracing.aie.q75,6,0.005855772230360233,0.007502873738606801,0.014282586283982426,0.06924460165686433,0.40999382842359156,0.6666666666666666,0.3125,4,1,1,0.06924460165686433,0.6611111111111111
interpretability_activation_sinks.massive_activation_fraction_per_layer.q25,6,9.292202545718333e-05,9.536743164999793e-08,0.00016185954076842457,0.06808569888226605,0.5740905047428041,0.5,0.25,4,1,1,0.06808569888226605,0.6390977443609023
dynamics_coe.per_sample_mean_angle.q25,6,-0.013455872143071776,0.012330174911767272,0.07248984295896983,-0.06787138377543903,-0.1856242418774168,0.3333333333333333,0.6875,4,1,1,0.06787138377543903,0.8333333333333334
interpretability_logit_lens.acc.mean,6,-0.004973274485428929,-0.004574021313649944,0.007170672232184643,-0.0672957780948394,-0.69355763649425,0.6666666666666666,0.21875,4,1,1,0.0672957780948394,0.5765503875968992
interpretability_attention_graph.mean_edge_gini,6,0.0015317021560137811,0.001341271692967827,0.002585838414601032,0.06725849255587583,0.5923425637754348,0.8333333333333334,0.21875,4,1,1,0.06725849255587583,0.5765503875968992
geometry_matrix_entropy.layer_matrix_entropies_normalized.mean,6,-0.0065929715682490385,0.002168663545101729,0.042243757509675205,-0.06715120330882104,-0.1560697238340844,0.16666666666666666,0.4375,4,1,1,0.06715120330882104,0.6611111111111111
geometry_matrix_entropy.mean_matrix_entropy_normalized,6,-0.0065929715682490385,0.002168663545101729,0.042243757509675205,-0.06715120330882104,-0.1560697238340844,0.16666666666666666,0.4375,4,1,1,0.06715120330882104,0.6611111111111111
geometry_matrix_entropy.mean_matrix_entropy_norm,6,-0.00659297156824903,0.0021686635451017566,0.042243757509675184,-0.0671347323814759,-0.15606972383408427,0.16666666666666666,0.4375,4,1,1,0.0671347323814759,0.6611111111111111
geometry_weight_norms.frobenius_norm_per_layer.q25,6,2.9410356008817264,-0.09056579877459647,7.838982282636277,0.06684401180962911,0.37518079450138087,0.16666666666666666,0.4375,4,1,1,0.06684401180962911,0.6611111111111111
topology_homology.mean_persistence_h0.q50,6,-0.935361671866032,-0.24076663820367095,1.986717907469199,-0.06658682662434293,-0.47080749025791596,0.8333333333333334,0.21875,4,1,1,0.06658682662434293,0.5765503875968992
topology_homology.mean_persistence_h0.q75,6,-0.935361671866032,-0.24076663820367095,1.986717907469199,-0.06658682662434293,-0.47080749025791596,0.8333333333333334,0.21875,4,1,1,0.06658682662434293,0.5765503875968992
dynamics_coe.mean_angle_change,6,-0.01227560542331684,0.019178912136703752,0.076096051192684,-0.06589890615394753,-0.16131724617659315,0.3333333333333333,0.5625,4,1,1,0.06589890615394753,0.7470703125
dynamics_coe.per_sample_mean_angle.mean,6,-0.01227560542331684,0.019178912136703752,0.076096051192684,-0.06589890615394753,-0.16131724617659315,0.3333333333333333,0.5625,4,1,1,0.06589890615394753,0.7470703125
geometry_schatten.schatten_4_last,6,-0.011163088594681347,-0.008111863617537296,0.009096398225639,-0.06546626242180213,-1.2271987568900842,1.0,0.03125,4,1,1,0.06546626242180213,0.2361111111111111
geometry_schatten.schatten_inf_per_layer.max,6,-0.14000422159830692,-0.05433126688003487,0.5926332436393763,-0.06412736840785392,-0.23624091814110412,0.8333333333333334,0.3125,4,1,1,0.06412736840785392,0.6611111111111111
geometry_rsa.rsa_adjacent_min,6,0.014560374507342646,0.024147654045147904,0.08488359990967441,0.06387029585192897,0.17153342368651311,0.6666666666666666,0.4375,4,1,1,0.06387029585192897,0.6611111111111111
geometry_correlation_dimension.correlation_dimension,6,-0.057094928293835334,-0.08191466186392304,0.17928296095819765,-0.0637528055571588,-0.3184626580723855,0.8333333333333334,0.4375,4,1,1,0.0637528055571588,0.6611111111111111
geometry_schatten.schatten_inf_per_layer.q50,6,0.1112601399421691,-0.014914476871490612,0.543115642828402,0.06332571523639756,0.2048553404994116,0.3333333333333333,1.0,4,1,1,0.06332571523639756,1.0
causality_tracing.aie.q50,6,-0.013682250450882616,0.015740712483723995,0.19403851010972728,-0.06243969144702248,-0.07051306693266923,0.3333333333333333,0.6875,4,1,1,0.06243969144702248,0.8333333333333334
dynamics_coe.per_sample_mean_angle.max,6,-0.012544597332764926,0.0245072434190661,0.08813009477336073,-0.06223149589922889,-0.1423418114439247,0.3333333333333333,0.5625,4,1,1,0.06223149589922889,0.7470703125
geometry_cka.std_adjacent_cka,6,0.005594986157890972,0.009950498716692652,0.02152894584598244,0.06210844218923153,0.25988203035658913,0.8333333333333334,0.4375,4,1,1,0.06210844218923153,0.6611111111111111
interpretability_attention_rank.layer_max_effective_rank.max,6,0.1834996541341051,0.002746582031235789,0.48038951967917537,0.06201230085914907,0.38198096881183835,0.8333333333333334,0.3125,4,1,1,0.06201230085914907,0.6611111111111111
interpretability_attention_rank.max_effective_rank,6,0.1834996541341051,0.002746582031235789,0.48038951967917537,0.06201230085914907,0.38198096881183835,0.8333333333333334,0.3125,4,1,1,0.06201230085914907,0.6611111111111111
geometry_weight_norms.spectral_norm_per_layer.q75,6,0.43887094230878926,-0.012514909581532674,1.1102418118277604,0.06194155074345627,0.39529311329600186,0.16666666666666666,0.4375,4,1,1,0.06194155074345627,0.6611111111111111
geometry_schatten.schatten_inf_per_layer.q25,6,0.1322558701038361,0.014649629592895508,0.4472550307817495,0.06182372509457631,0.29570571821778796,0.6666666666666666,0.4375,4,1,1,0.06182372509457631,0.6611111111111111
interpretability_attention_entropy.avg_entropy_per_layer.slope,6,0.0047248822682611,0.0032070941263053487,0.007325049520436461,0.06126667280600813,0.6450307612363512,0.8333333333333334,0.15625,4,1,1,0.06126667280600813,0.46397379912663755
causality_edge_attribution.mean_layer_attribution_profile.max,6,0.00198922088687856,0.0022953626495551376,0.020081359399944845,0.06117453298299521,0.09905807905036666,0.5,1.0,4,1,1,0.06117453298299521,1.0
dynamics_sharpness.hutchinson_trace_estimate,6,-10022.4,-47.99999999999977,25930.119506087896,-0.060562355611729866,-0.38651576587014697,0.5,0.84375,4,1,1,0.060562355611729866,0.9359706362153344
geometry_hubness.hubness_k50_top1pct,6,0.014765936336452812,0.00888466494845358,0.03637215303778288,0.05991682253079857,0.4059681680409231,0.6666666666666666,0.4375,4,1,1,0.05991682253079857,0.6611111111111111
repe_task_vectors.layer_task_vector_norms.q50,6,-0.8753873060146963,0.16759037971496585,3.4630863803152874,-0.05888824336083414,-0.2527766304041769,0.16666666666666666,0.4375,4,1,1,0.05888824336083414,0.6611111111111111
geometry_schatten.schatten_inf_per_layer.q75,6,0.0796987533569337,-0.06407805681228629,0.829493232691612,0.05861925778900349,0.09608125806924335,0.16666666666666666,0.4375,4,1,1,0.05861925778900349,0.6611111111111111
geometry_svd.avg_cosine_similarity,6,-0.00053365047400195,-0.0005639370065182502,0.0004069411894914829,-0.058459101173509734,-1.3113700155759707,0.8333333333333334,0.0625,4,1,1,0.058459101173509734,0.27070063694267515
geometry_cka.mean_offdiag_cka,6,-0.010360916666556752,-0.009704361233306091,0.015077162258074761,-0.058418458345251084,-0.6871927547909644,0.8333333333333334,0.15625,4,1,1,0.058418458345251084,0.46397379912663755
geometry_collapse.erank_per_layer.max,6,-10.187762048568382,-2.765756157109081,28.257803999108962,-0.05735679589659879,-0.3605291497134607,0.6666666666666666,0.4375,4,1,1,0.05735679589659879,0.6611111111111111
geometry_collapse.max_erank,6,-10.187762048568382,-2.765756157109081,28.257803999108962,-0.05735679589659879,-0.3605291497134607,0.6666666666666666,0.4375,4,1,1,0.05735679589659879,0.6611111111111111
geometry_schatten.schatten_4_per_layer.mean,6,0.009551293016065185,-0.003276124120567492,0.07024110547729612,0.05726082512048053,0.13597868301136617,0.16666666666666666,0.4375,4,1,1,0.05726082512048053,0.6611111111111111
geometry_spectral.max_alpha,6,0.191597504614592,0.002049796771496304,0.3575257897580906,0.05695403083888967,0.5358984165708182,0.5,0.6875,4,1,1,0.05695403083888967,0.8333333333333334
dynamics_coe.per_sample_mean_angle.q50,6,-0.01021652791412577,0.02455090389897424,0.07729928991448796,-0.05592820271937231,-0.13216845750365577,0.3333333333333333,0.6875,4,1,1,0.05592820271937231,0.8333333333333334
interpretability_activation_sinks.valley_depth,6,0.008471839352164568,-0.002117786494176501,0.03903835347558963,0.05567949795929094,0.217013234368656,0.3333333333333333,0.5625,4,1,1,0.05567949795929094,0.7470703125
causality_edge_attribution.mean_layer_attribution_profile.slope,6,-0.00010370432523273336,-0.00018828934504919995,0.0010972334634718937,-0.054958859481001,-0.09451436607172874,0.6666666666666666,0.84375,4,1,1,0.054958859481001,0.9359706362153344
geometry_matrix_entropy.layer_matrix_entropies_normalized.q75,6,-0.0049116485092017366,0.004512897880631611,0.046847118031046756,-0.05484024077658726,-0.10484419779988738,0.16666666666666666,0.4375,4,1,1,0.05484024077658726,0.6611111111111111
geometry_matrix_entropy.layer_matrix_entropies.q75,6,-0.03579710026582076,0.03433253765106192,0.3595498035374081,-0.054801294176770814,-0.0995608950794389,0.16666666666666666,0.4375,4,1,1,0.054801294176770814,0.6611111111111111
interpretability_sparsity.layer_l0_rates.std,6,0.005528799981910778,0.0006990434890622454,0.013138052256815145,0.05340039135239232,0.4208234123169061,0.6666666666666666,0.4375,4,1,1,0.05340039135239232,0.6611111111111111
interpretability_sparsity.layer_l0_rates.min,6,-0.017494166642427453,-0.001024479418992967,0.03527516834342419,-0.053131497648078146,-0.4959343204860601,0.5,0.5625,4,1,1,0.053131497648078146,0.7470703125
geometry_contextualization.per_layer.mev.max,6,-0.00487781535353742,0.0014803252518820753,0.013156500325976591,-0.05158477365721312,-0.37075325752901883,0.3333333333333333,1.0,4,1,1,0.05158477365721312,1.0
geometry_weight_norms.frobenius_norm_per_layer.mean,6,2.3070565549983826,-0.08809720267537458,6.271176345360298,0.051170394952252715,0.3678825834175829,0.16666666666666666,0.4375,4,1,1,0.051170394952252715,0.6611111111111111
geometry_weight_norms.mean_frobenius_norm,6,2.3070565549983826,-0.08809720267537458,6.271176345360298,0.051170394952252715,0.3678825834175829,0.16666666666666666,0.4375,4,1,1,0.051170394952252715,0.6611111111111111
geometry_matrix_entropy.layer_matrix_entropies_normalized.std,6,0.002474139953082516,-0.0012125038887815503,0.014034979571022833,0.05059351280186374,0.17628383002357353,0.3333333333333333,0.5625,4,1,1,0.05059351280186374,0.7470703125
geometry_collapse.collapse_ratio,6,0.00833669191129729,-0.021483288304075643,0.10327443046545474,0.04947093608151497,0.08072367839477856,0.3333333333333333,0.5625,4,1,1,0.04947093608151497,0.7470703125
interpretability_attention_entropy.avg_entropy_per_layer.q25,6,-0.028420190016428665,-0.016537904739379883,0.04121613543852368,-0.049022317089487934,-0.6895403878614256,0.6666666666666666,0.15625,4,1,1,0.049022317089487934,0.46397379912663755
interpretability_sparsity.layer_kurtosis.q75,6,-74.22608864498069,-23.35746796511023,118.5738363930188,-0.04847374258921698,-0.6259904453032512,0.5,0.4375,4,1,1,0.04847374258921698,0.6611111111111111
dynamics_gradient_flow.gradient_vanishing_ratio,6,0.011408730158730174,0.0,0.03775971415211699,0.04845917724375478,0.30214026813787587,0.3333333333333333,0.5,4,1,1,0.04845917724375478,0.7456140350877193
geometry_collapse.max_erank_norm,6,-0.003981455190380563,-0.0014276269133676467,0.011518420333586438,-0.04834831768973357,-0.34565982791677435,0.6666666666666666,0.4375,4,1,1,0.04834831768973357,0.6611111111111111
geometry_spectral.avg_stable_rank,6,-4.7721172257503985,0.0012908432192979546,12.30086418027011,-0.048007767829219505,-0.3879497534331453,0.5,1.0,4,1,1,0.048007767829219505,1.0
compression_smoothness,6,0.05110872542993417,-0.016167034163136584,0.17915739229902874,0.04786533198230389,0.2852727692342687,0.3333333333333333,0.5625,4,1,1,0.04786533198230389,0.7470703125
geometry_mahalanobis.mean_mahalanobis_id,6,-1.906131744384768,-2.4813156127929688,1.8010805014386473,-0.04726641677470677,-1.0583267893146415,0.8333333333333334,0.09375,4,1,1,0.04726641677470677,0.3390957446808511
geometry_lipschitz.lipschitz_max,6,0.25698379675547284,0.2761582136154175,0.3228052345116458,0.04661215343474031,0.7960955067666404,0.8333333333333334,0.09375,4,1,1,0.04661215343474031,0.3390957446808511
geometry_lipschitz.relative_change_max,6,0.25698379675547284,0.2761582136154175,0.3228052345116458,0.04661215343474031,0.7960955067666404,0.8333333333333334,0.09375,4,1,1,0.04661215343474031,0.3390957446808511
causality_edge_attribution.attribution_entropy,6,0.022839630755617346,0.038852931366909704,0.06566848568922382,0.04621656975175363,0.34780200146088225,0.6666666666666666,0.3125,4,1,1,0.04621656975175363,0.6611111111111111
geometry_weight_norms.stable_rank_per_layer.max,6,-7.08247241076342,0.3066806674459741,18.629324908364875,-0.046141251639383096,-0.38017869383894165,0.3333333333333333,0.5625,4,1,1,0.046141251639383096,0.7470703125
geometry_matrix_entropy.layer_matrix_entropies.std,6,0.018653627341462024,-0.009399943869596902,0.10739882844469446,0.04563073867431394,0.17368557563984785,0.3333333333333333,0.5625,4,1,1,0.04563073867431394,0.7470703125
interpretability_induction_heads.max_induction_score,6,-0.0023681564930955745,-0.005743197737069161,0.032087985682472404,-0.045567947507965716,-0.07380196801786612,0.8333333333333334,0.4375,4,1,1,0.045567947507965716,0.6611111111111111
interpretability_induction_heads.prefix_match_score_max,6,-0.0023681564930955745,-0.005743197737069161,0.032087985682472404,-0.045567947507965716,-0.07380196801786612,0.8333333333333334,0.4375,4,1,1,0.045567947507965716,0.6611111111111111
edg_early,6,0.02155067155067154,0.0,0.04221230969245102,0.04486443565050489,0.5105304994605763,0.3333333333333333,0.5,4,1,1,0.04486443565050489,0.7456140350877193
erank_utilization_first,6,0.00391053964934217,0.0020063813656774052,0.007300481972395902,0.04401471688375252,0.5356549970438175,0.5,0.4375,4,1,1,0.04401471688375252,0.6611111111111111
geometry_schatten.schatten_inf_per_layer.slope,6,0.002994587091655916,-0.0021429476455151987,0.019898898694728044,0.04391453534936394,0.15049009181846296,0.16666666666666666,0.4375,4,1,1,0.04391453534936394,0.6611111111111111
geometry_svd.effective_rank,6,-6.984723900994491,-1.1785037199874182,30.341108112287824,-0.0437238150350209,-0.230206618530381,0.5,1.0,4,1,1,0.0437238150350209,1.0
geometry_weight_norms.frobenius_norm_per_layer.q75,6,1.9843798122078027,-0.10097124841478511,5.4956187096408025,0.04341966815328226,0.36108396834857986,0.16666666666666666,0.4375,4,1,1,0.04341966815328226,0.6611111111111111
dynamics_coe.per_sample_mean_angle.q75,6,-0.007929934440032834,0.020482865162193775,0.06907268445626355,-0.04327817958878309,-0.11480565005482053,0.3333333333333333,0.5625,4,1,1,0.04327817958878309,0.7470703125
interpretability_activation_sinks.massive_activation_fraction,6,6.18375681016511e-05,4.74974323024834e-07,0.00011266567474158851,0.04321984780663446,0.5488589869406327,0.6666666666666666,0.125,4,1,1,0.04321984780663446,0.4292929292929293
interpretability_activation_sinks.massive_activation_fraction_per_layer.mean,6,6.18375681016511e-05,4.74974323024834e-07,0.00011266567474158851,0.04321984780663446,0.5488589869406327,0.6666666666666666,0.125,4,1,1,0.04321984780663446,0.4292929292929293
interpretability_activation_sinks.massive_activation_max_ratio_per_layer.min,6,3.3228869085010833,-0.7069441309075639,9.65932822289301,0.04315199986360392,0.3440080750776957,0.3333333333333333,1.0,4,1,1,0.04315199986360392,1.0
interpretability_attention_entropy.avg_entropy_per_layer.min,6,0.028047064940134647,0.0020143985748291016,0.04868073005780327,0.0425316410181974,0.5761430633195455,0.6666666666666666,0.5625,4,1,1,0.0425316410181974,0.7470703125
interpretability_logit_lens.acc.q25,6,-0.0018559067168583503,0.00025871119927614985,0.005413261501621854,-0.04232145866158262,-0.3428444600916299,0.3333333333333333,1.0,4,1,1,0.04232145866158262,1.0
interpretability_activation_sinks.entropy_per_layer.std,6,0.0021314206938609,-0.001175363786394699,0.012922261573466216,0.042235675887930216,0.16494176980888772,0.3333333333333333,0.5625,4,1,1,0.042235675887930216,0.7470703125
interpretability_attention_entropy.avg_entropy_per_layer.q50,6,-0.024489601453145344,0.008789896965026855,0.08142536440839503,-0.04190973327066071,-0.30076133685218664,0.3333333333333333,0.84375,4,1,1,0.04190973327066071,0.9359706362153344
geometry_hsic.hsic_compression_ratio,6,0.06164267551872918,0.02254038285480439,0.12108102604962567,0.040989256182660874,0.509102685448541,0.8333333333333334,0.09375,4,1,1,0.040989256182660874,0.3390957446808511
geometry_schatten.schatten_1_per_layer.q25,6,-0.0010044641391632008,7.424162043625018e-05,0.002946870744362139,-0.03955499214297384,-0.3408578883498403,0.16666666666666666,0.4375,4,1,1,0.03955499214297384,0.6611111111111111
repe_refusal_direction.auc_at_depth_0,6,-0.003472222222222173,0.006944444444444475,0.035341696249998555,-0.039250249135584024,-0.09824718648648097,0.3333333333333333,0.84375,4,1,1,0.039250249135584024,0.9359706362153344
dynamics_coe.per_sample_coe_c.q25,6,-0.026892483109370525,-0.001432780453001846,0.06073753783151778,-0.03923797600508267,-0.44276544735759016,1.0,0.03125,4,1,1,0.03923797600508267,0.2361111111111111
geometry_weight_norms.stable_rank_per_layer.std,6,-1.2716954887880956,0.03627247026326863,3.2321020137430705,-0.03823935109300753,-0.39345771989274425,0.16666666666666666,0.4375,4,1,1,0.03823935109300753,0.6611111111111111
geometry_svd.effective_rank_ratio,6,-0.0037035656889872017,-0.0013406699246133053,0.011447392984197606,-0.03783697672506174,-0.32352918206789416,0.5,0.84375,4,1,1,0.03783697672506174,0.9359706362153344
geometry_rsa.rsa_adjacent_mean,6,-0.0036453340248636668,0.000768320776218745,0.014478383487678423,-0.03700586860170378,-0.2517776952078915,0.5,1.0,4,1,1,0.03700586860170378,1.0
dynamics_coe.per_sample_mean_magnitude.min,6,-2.4301989908433623,-0.5105112586170444,4.820683651400347,-0.03647215950172049,-0.5041191595589187,1.0,0.03125,4,1,1,0.03647215950172049,0.2361111111111111
dynamics_coe.per_sample_mean_magnitude.q50,6,-2.4517172619641308,-0.6063405666500321,4.839243008408808,-0.03583514203883713,-0.5066323922365453,1.0,0.03125,4,1,1,0.03583514203883713,0.2361111111111111
geometry_svd.cond_number,6,-56.36486053466797,-18.20709228515625,84.38787592971647,-0.03576004472255069,-0.6679260487799475,0.6666666666666666,0.15625,4,1,1,0.03576004472255069,0.46397379912663755
geometry_positional_decay.layer_positional_decay.min,6,-0.00457765469181388,0.024924310817486195,0.05625485634987975,-0.03567849804816677,-0.08137350246426618,0.3333333333333333,1.0,4,1,1,0.03567849804816677,1.0
repe_refusal_direction.separability_auc,6,0.0034722222222222285,0.0,0.008505172717997162,0.03501267218012551,0.408248290463863,0.16666666666666666,1.0,4,1,1,0.03501267218012551,1.0
repe_refusal_direction.auc_at_depth_100,6,0.0034722222222222285,0.0,0.008505172717997162,0.03501267218012551,0.408248290463863,0.16666666666666666,1.0,4,1,1,0.03501267218012551,1.0
geometry_hubness.hubness_k100_top1pct,6,0.009871273741248634,0.0070725475193299525,0.031193109227630536,0.0347670824232426,0.3164568709458678,0.6666666666666666,0.4375,4,1,1,0.0347670824232426,0.6611111111111111
geometry_svd.participation_ratio,6,-1.1951426910819005,0.8605402819227663,6.881344433946012,-0.034743070319280596,-0.17367866156883568,0.3333333333333333,1.0,4,1,1,0.034743070319280596,1.0
interpretability_waa.layer_waa_alignments.q25,6,0.0074246143340133,0.0042002818081528,0.02009172930123633,0.034616686354020355,0.3695358534198662,0.6666666666666666,0.5625,4,1,1,0.034616686354020355,0.7470703125
geometry_svd.effective_rank_norm,6,-0.0037035656889872017,-0.0013406699246133053,0.011447392984197606,-0.034588331133573465,-0.32352918206789416,0.5,0.84375,4,1,1,0.034588331133573465,0.9359706362153344
causality_circuit_quality.layer_importances.mean,6,-0.07826709242724832,0.2007378472222232,0.7736302058902498,-0.03452508732037669,-0.10116860979747162,0.16666666666666666,0.4375,4,1,1,0.03452508732037669,0.6611111111111111
causality_edge_attribution.top1_layer_share,6,-0.0019772719776893835,-0.00507381600203935,0.019424071758502182,-0.03441017182185489,-0.10179492756578726,0.5,0.84375,4,1,1,0.03441017182185489,0.9359706362153344
interpretability_superposition.polysemanticity_per_layer.min,6,-0.004877185200553931,-0.002985758365038449,0.007022114387864426,-0.03401056229814232,-0.6945465327341651,0.8333333333333334,0.09375,4,1,1,0.03401056229814232,0.3390957446808511
geometry_weight_norms.stable_rank_per_layer.q75,6,-4.48792071336938,0.3191943490239879,12.92406573038863,-0.03376421806315538,-0.347253008998309,0.16666666666666666,0.4375,4,1,1,0.03376421806315538,0.6611111111111111
interpretability_activation_sinks.massive_activation_fraction_per_layer.max,6,-0.00027530977977978876,0.0,0.0008411707571985778,-0.033527522727612814,-0.3272935696156108,0.3333333333333333,1.0,4,1,1,0.033527522727612814,1.0
dynamics_coe.per_sample_coe_c.min,6,-0.0212851688311607,-0.0021705998706415958,0.04410305489924711,-0.0334003158550866,-0.48262345725905853,1.0,0.03125,4,1,1,0.0334003158550866,0.2361111111111111
dynamics_coe.mean_magnitude_change,6,-2.2554954540516636,-0.36234211102127833,4.71528326507973,-0.03331335126290428,-0.47833721268779933,1.0,0.03125,4,1,1,0.03331335126290428,0.2361111111111111
dynamics_coe.per_sample_mean_magnitude.mean,6,-2.2554954540516627,-0.36234211102127833,4.715283265079727,-0.033313351262904266,-0.4783372126877994,1.0,0.03125,4,1,1,0.033313351262904266,0.2361111111111111
erank_utilization_last,6,-0.0037035656889872017,-0.0013406699246133053,0.011447392984197606,-0.03329372516671396,-0.32352918206789416,0.5,0.84375,4,1,1,0.03329372516671396,0.9359706362153344
dynamics_coe.per_sample_mean_magnitude.q25,6,-2.2417307779311186,-0.33639638746778244,4.938451694648794,-0.03312663873832458,-0.453933928393025,0.8333333333333334,0.09375,4,1,1,0.03312663873832458,0.3390957446808511
geometry_neural_collapse.nc2_equiangularity_dev,6,-0.0026459166680362148,-0.0002256470746632433,0.006880748261055573,-0.03303323820524735,-0.38453908901330824,0.5,0.6875,4,1,1,0.03303323820524735,0.8333333333333334
interpretability_attention_entropy.median_seq_len,6,-0.16666666666666666,0.0,0.408248290463863,-0.03269574399622444,-0.408248290463863,0.16666666666666666,1.0,4,1,1,0.03269574399622444,1.0
causality_knowledge_neurons.attribution_layer_entropy,6,-0.016741354818246457,-0.0015135199351785644,0.045484653083081195,-0.03259632245267971,-0.3680660109172888,0.6666666666666666,0.6875,4,1,1,0.03259632245267971,0.8333333333333334
dynamics_coe.per_sample_coe_c.mean,6,-0.022230010093262892,-0.0014855086210028914,0.04838903756446008,-0.032041289197902084,-0.4594017821422841,1.0,0.03125,4,1,1,0.032041289197902084,0.2361111111111111
dynamics_coe.coe_c,6,-0.022230010093262892,-0.0014855086210028914,0.04838903756446008,-0.032041289197902084,-0.4594017821422841,1.0,0.03125,4,1,1,0.032041289197902084,0.2361111111111111
causality_attention_knockout.per_head_impacts.mean,6,-0.0011908637152776662,0.0041829427083334,0.028398282307531136,-0.03189779019974485,-0.04193435723969308,0.16666666666666666,0.4375,4,1,1,0.03189779019974485,0.6611111111111111
geometry_weight_norms.spectral_norm_per_layer.q50,6,0.22768573123941968,-0.005742762769971543,0.58309298317845,0.03177320985173507,0.3904792851361386,0.16666666666666666,0.4375,4,1,1,0.03177320985173507,0.6611111111111111
geometry_schatten.schatten_4_per_layer.max,6,-0.007576098680553441,-0.007330937411981431,0.06154409730615459,-0.031282039193892226,-0.12310032987998362,0.8333333333333334,0.3125,4,1,1,0.031282039193892226,0.6611111111111111
dynamics_coe.per_sample_coe_c.q50,6,-0.023716209683947914,-0.002961439805528647,0.049123215715026994,-0.03126660753011681,-0.4827902517931665,0.8333333333333334,0.0625,4,1,1,0.03126660753011681,0.27070063694267515
interpretability_logit_lens.entropy.min,6,-0.02647081110626472,-0.09099092599004521,0.130034430357697,-0.030291129138665638,-0.20356770920939296,0.6666666666666666,0.6875,4,1,1,0.030291129138665638,0.8333333333333334
dynamics_coe.per_sample_mean_magnitude.q75,6,-2.0618204958736883,-0.4101542358597121,4.3714021565273455,-0.030199782631847156,-0.4716611334409014,0.8333333333333334,0.0625,4,1,1,0.030199782631847156,0.27070063694267515
dynamics_coe.mean_normalized_magnitude,6,-0.021956778028015933,-0.0013525235721092987,0.047784243626375573,-0.030156960215746258,-0.45949828566285816,1.0,0.03125,4,1,1,0.030156960215746258,0.2361111111111111
